App name,Date,Time,Duration
Google,01-02-2019,09:53:49,00:00:12
Instagram,01-02-2019,09:54:01,00:01:29
Google,01-02-2019,09:55:32,00:00:13
Screen off (locked),01-02-2019,09:55:45,00:04:42
Screen on (locked),01-02-2019,10:00:27,00:00:02
Screen off (locked),01-02-2019,10:00:29,00:03:31
Screen on (locked),01-02-2019,10:04:00,00:00:01
Google,01-02-2019,10:04:01,00:00:00
Screen on (unlocked),01-02-2019,10:04:02,00:00:03
Instagram,01-02-2019,10:04:05,00:05:58
Google,01-02-2019,10:10:03,00:00:07
Twitter,01-02-2019,10:10:10,00:01:28
Google,01-02-2019,10:11:38,00:00:33
Twitter,01-02-2019,10:12:11,00:02:12
Google,01-02-2019,10:14:22,00:00:09
Twitter,01-02-2019,10:14:32,00:00:03
Google,01-02-2019,10:14:35,00:00:02
Twitter,01-02-2019,10:14:38,00:00:04
Google,01-02-2019,10:14:42,00:00:08
Twitter,01-02-2019,10:14:52,00:03:32
Instagram,01-02-2019,10:18:26,00:00:04
Google,01-02-2019,10:18:30,00:00:03
Screen off (locked),01-02-2019,10:18:33,00:01:03
Screen on (locked),01-02-2019,10:19:36,00:00:02
Screen off (locked),01-02-2019,10:19:38,00:00:10
Screen on (locked),01-02-2019,10:19:47,00:00:09
Screen off (locked),01-02-2019,10:19:56,00:00:10
Screen on (locked),01-02-2019,10:20:06,00:00:30
Screen off (locked),01-02-2019,10:20:36,00:01:21
Screen on (locked),01-02-2019,10:21:57,00:00:03
Screen off (locked),01-02-2019,10:22:00,00:02:37
Screen on (locked),01-02-2019,10:24:37,00:00:02
Screen off (locked),01-02-2019,10:24:39,00:01:19
Screen on (locked),01-02-2019,10:25:58,00:00:03
Screen off (locked),01-02-2019,10:26:00,00:00:04
Screen on (locked),01-02-2019,10:26:05,00:00:02
Screen off (locked),01-02-2019,10:26:06,00:14:26
Screen on (locked),01-02-2019,10:40:32,00:00:00
Screen on (unlocked),01-02-2019,10:40:33,00:00:01
Google,01-02-2019,10:40:33,00:00:03
Chrome,01-02-2019,10:40:36,00:00:15
Google,01-02-2019,10:40:52,00:00:01
Chrome,01-02-2019,10:40:52,00:00:02
Google,01-02-2019,10:40:55,00:00:01
Instagram,01-02-2019,10:40:55,00:03:13
Google,01-02-2019,10:44:08,00:00:11
Instagram,01-02-2019,10:44:20,00:01:22
Google,01-02-2019,10:45:42,00:00:01
Twitter,01-02-2019,10:45:44,00:00:22
Twitter,01-02-2019,10:46:08,00:00:18
Instagram,01-02-2019,10:46:27,00:00:01
Twitter,01-02-2019,10:46:28,00:00:24
Instagram,01-02-2019,10:46:52,00:00:31
Google,01-02-2019,10:47:23,00:00:01
Instagram,01-02-2019,10:47:24,00:00:03
Screen off (locked),01-02-2019,10:47:27,00:04:39
Screen on (locked),01-02-2019,10:52:06,00:00:05
Screen off (locked),01-02-2019,10:52:11,01:03:52
Screen on (locked),01-02-2019,11:56:03,00:00:02
Screen on (unlocked),01-02-2019,11:56:05,00:00:01
Instagram,01-02-2019,11:56:06,00:00:02
Google,01-02-2019,11:56:10,00:00:01
Screen off (locked),01-02-2019,11:56:10,00:15:15
Screen on (locked),01-02-2019,12:11:26,00:00:00
Screen on (unlocked),01-02-2019,12:11:26,00:00:00
Google,01-02-2019,12:11:26,00:00:02
WPS Office,01-02-2019,12:11:29,00:00:15
Google,01-02-2019,12:11:45,00:00:01
Screen off (locked),01-02-2019,12:11:46,00:18:13
Screen on (locked),01-02-2019,12:29:59,00:00:58
Screen off (locked),01-02-2019,12:30:56,00:00:04
Screen on (locked),01-02-2019,12:31:00,00:00:02
Screen off (locked),01-02-2019,12:31:03,00:00:01
Screen on (locked),01-02-2019,12:31:04,00:00:28
Screen off (locked),01-02-2019,12:31:32,00:06:12
Screen on (locked),01-02-2019,12:37:44,00:00:02
Screen off (locked),01-02-2019,12:37:45,00:00:25
Screen on (locked),01-02-2019,12:38:11,00:00:01
Screen on (unlocked),01-02-2019,12:38:12,00:00:00
Google,01-02-2019,12:38:12,00:00:03
Screen off (locked),01-02-2019,12:38:15,00:07:40
Screen on (locked),01-02-2019,12:45:55,00:00:02
Screen on (unlocked),01-02-2019,12:45:57,00:00:00
Google,01-02-2019,12:45:57,00:00:04
Screen off (locked),01-02-2019,12:46:01,00:03:34
Screen on (locked),01-02-2019,12:49:35,00:00:00
Screen on (unlocked),01-02-2019,12:49:35,00:00:00
Google,01-02-2019,12:49:36,00:00:03
Instagram,01-02-2019,12:49:39,00:00:15
Google,01-02-2019,12:49:55,00:00:02
Screen off (locked),01-02-2019,12:49:57,00:09:36
Screen on (locked),01-02-2019,12:59:33,00:00:01
Screen on (unlocked),01-02-2019,12:59:34,00:00:00
Google,01-02-2019,12:59:35,00:00:09
Chrome,01-02-2019,12:59:43,00:00:12
Google,01-02-2019,12:59:56,00:00:02
Google Pay,01-02-2019,12:59:58,00:01:48
WhatsApp,01-02-2019,13:01:46,00:02:03
Google,01-02-2019,13:03:50,00:00:01
Instagram,01-02-2019,13:03:51,00:02:06
Google,01-02-2019,13:05:56,00:00:25
WhatsApp,01-02-2019,13:06:21,00:00:06
Google,01-02-2019,13:06:27,00:00:01
YouTube,01-02-2019,13:06:29,00:21:57
Google,01-02-2019,13:28:28,00:00:04
Clock,01-02-2019,13:28:32,00:00:01
Google,01-02-2019,13:28:34,00:00:01
WhatsApp,01-02-2019,13:28:35,00:00:40
Google,01-02-2019,13:29:15,00:00:01
Snapchat,01-02-2019,13:29:16,00:02:02
Google,01-02-2019,13:31:19,00:00:04
WhatsApp,01-02-2019,13:31:22,00:00:06
YouTube,01-02-2019,13:31:28,00:00:33
Google,01-02-2019,13:32:01,00:00:01
Google,01-02-2019,13:32:04,00:00:03
Screen off (locked),01-02-2019,13:32:07,00:00:05
Screen on (locked),01-02-2019,13:32:12,00:00:10
Screen off (locked),01-02-2019,13:32:23,00:40:38
Screen on (locked),01-02-2019,14:13:00,00:00:01
Phone,01-02-2019,14:13:01,00:00:37
Screen off (locked),01-02-2019,14:13:38,00:01:09
Screen on (locked),01-02-2019,14:14:47,00:00:06
Screen off (locked),01-02-2019,14:14:53,00:26:56
Screen on (locked),01-02-2019,14:41:49,00:00:00
Screen on (unlocked),01-02-2019,14:41:49,00:00:03
Google,01-02-2019,14:41:52,00:00:07
WhatsApp,01-02-2019,14:41:58,00:00:04
Google,01-02-2019,14:42:02,00:00:01
Screen off (locked),01-02-2019,14:42:03,00:09:06
Screen on (locked),01-02-2019,14:51:09,00:00:09
Screen on (unlocked),01-02-2019,14:51:18,00:00:00
Google,01-02-2019,14:51:19,00:00:01
Instagram,01-02-2019,14:51:19,00:00:37
Google,01-02-2019,14:51:56,00:00:03
Screen on (locked),01-02-2019,14:51:59,00:00:11
Screen off (locked),01-02-2019,14:52:10,00:17:53
Screen on (locked),01-02-2019,15:10:02,00:00:01
Clock,01-02-2019,15:10:03,00:00:13
Screen off (locked),01-02-2019,15:10:16,00:31:15
Screen on (locked),01-02-2019,15:41:31,00:00:02
Screen off (locked),01-02-2019,15:41:33,00:01:46
Screen on (locked),01-02-2019,15:43:19,00:00:02
Screen on (unlocked),01-02-2019,15:43:21,00:00:03
Instagram,01-02-2019,15:43:24,00:00:15
Google,01-02-2019,15:43:39,00:00:01
Instagram,01-02-2019,15:43:40,00:01:57
Google,01-02-2019,15:45:38,00:00:01
Screen off (locked),01-02-2019,15:45:38,00:02:41
Screen on (locked),01-02-2019,15:48:19,00:00:00
Screen on (unlocked),01-02-2019,15:48:20,00:00:00
Google,01-02-2019,15:48:20,00:00:01
Instagram,01-02-2019,15:48:21,00:00:48
Google,01-02-2019,15:49:08,00:00:01
Screen off (locked),01-02-2019,15:49:10,00:20:02
Screen on (locked),01-02-2019,16:09:11,00:00:00
Screen on (unlocked),01-02-2019,16:09:11,00:00:03
Google,01-02-2019,16:09:14,00:00:02
Screen off (locked),01-02-2019,16:09:16,00:01:38
Screen on (locked),01-02-2019,16:10:54,00:00:00
Screen on (unlocked),01-02-2019,16:10:54,00:00:01
Google,01-02-2019,16:10:55,00:00:07
Screen off (locked),01-02-2019,16:11:02,00:05:50
Screen off,01-02-2019,16:16:51,00:00:00
Screen on (unlocked),01-02-2019,16:16:52,00:00:01
Google,01-02-2019,16:16:52,00:00:12
Screen off (locked),01-02-2019,16:17:05,00:08:30
Screen on (locked),01-02-2019,16:25:35,00:00:02
Screen on (unlocked),01-02-2019,16:25:37,00:00:03
Google,01-02-2019,16:25:40,00:00:20
Clock,01-02-2019,16:26:00,00:00:06
Google,01-02-2019,16:26:06,00:00:05
Screen off (locked),01-02-2019,16:26:10,00:38:52
Screen on (locked),01-02-2019,17:05:03,00:00:01
Clock,01-02-2019,17:05:03,00:00:26
Screen on (unlocked),01-02-2019,17:05:30,00:00:00
Google,01-02-2019,17:05:30,00:00:01
Clock,01-02-2019,17:05:31,00:00:06
Google,01-02-2019,17:05:37,00:00:02
Screen off (locked),01-02-2019,17:05:39,00:12:53
Screen on (locked),01-02-2019,17:18:32,00:00:01
Screen on (unlocked),01-02-2019,17:18:34,00:00:03
Instagram,01-02-2019,17:18:37,00:00:43
Google,01-02-2019,17:19:20,00:00:01
WhatsApp,01-02-2019,17:19:21,00:00:58
Google,01-02-2019,17:20:19,00:00:02
Photos,01-02-2019,17:20:21,00:01:26
Google,01-02-2019,17:21:47,00:00:01
Instagram,01-02-2019,17:21:49,00:00:01
Google,01-02-2019,17:21:50,00:00:03
Screen off (locked),01-02-2019,17:21:53,00:03:45
Screen on (locked),01-02-2019,17:25:37,00:00:01
Screen on (unlocked),01-02-2019,17:25:39,00:00:00
Google,01-02-2019,17:25:39,00:00:01
Instagram,01-02-2019,17:25:39,00:00:35
Google,01-02-2019,17:26:14,00:00:03
Screen off (locked),01-02-2019,17:26:17,00:06:28
Screen on (locked),01-02-2019,17:32:45,00:00:02
Screen on (unlocked),01-02-2019,17:32:47,00:00:02
Google,01-02-2019,17:32:49,00:00:01
WhatsApp,01-02-2019,17:32:49,00:00:23
Google,01-02-2019,17:33:12,00:00:03
Screen off (locked),01-02-2019,17:33:15,00:00:10
Screen off,01-02-2019,17:33:25,00:00:00
Screen on (unlocked),01-02-2019,17:33:25,00:00:01
Instagram,01-02-2019,17:33:26,00:01:16
Google,01-02-2019,17:34:42,00:00:01
Twitter,01-02-2019,17:34:43,00:00:32
Google,01-02-2019,17:35:14,00:02:55
Twitter,01-02-2019,17:38:11,00:02:07
Google,01-02-2019,17:40:18,00:00:01
WhatsApp,01-02-2019,17:40:18,00:00:14
Google,01-02-2019,17:40:32,00:00:01
Gmail,01-02-2019,17:40:33,00:00:27
WPS Office,01-02-2019,17:41:00,00:00:50
Gmail,01-02-2019,17:41:50,00:00:08
Google,01-02-2019,17:41:58,00:00:01
Instagram,01-02-2019,17:41:59,00:24:39
Google,01-02-2019,18:06:39,00:00:06
Screen off (locked),01-02-2019,18:06:45,00:14:40
Screen on (locked),01-02-2019,18:21:25,00:00:02
Screen on (unlocked),01-02-2019,18:21:26,00:00:03
WhatsApp,01-02-2019,18:21:29,00:00:52
Google,01-02-2019,18:22:21,00:00:01
Screen off (locked),01-02-2019,18:22:22,00:08:33
Screen on (locked),01-02-2019,18:30:55,00:00:05
Screen on (unlocked),01-02-2019,18:31:00,00:00:00
Google,01-02-2019,18:31:00,00:00:01
WhatsApp,01-02-2019,18:31:01,00:00:13
Google,01-02-2019,18:31:13,00:00:02
Screen off (locked),01-02-2019,18:31:15,00:04:24
Screen on (locked),01-02-2019,18:35:39,00:00:03
Screen on (unlocked),01-02-2019,18:35:42,00:00:03
Instagram,01-02-2019,18:35:44,00:00:40
Google,01-02-2019,18:36:24,00:01:02
Screen off,01-02-2019,18:37:26,00:08:06
Screen on (locked),01-02-2019,18:45:32,00:00:02
Screen on (unlocked),01-02-2019,18:45:34,00:00:00
Google,01-02-2019,18:45:34,00:00:06
Screen off (locked),01-02-2019,18:45:40,00:01:16
Screen on (locked),01-02-2019,18:46:56,00:00:11
Screen off (locked),01-02-2019,18:47:07,00:07:33
Screen on (locked),01-02-2019,18:54:39,00:00:01
Screen off (locked),01-02-2019,18:54:41,00:00:00
Screen on (locked),01-02-2019,18:54:41,00:00:02
Screen on (unlocked),01-02-2019,18:54:43,00:00:03
Google,01-02-2019,18:54:46,00:00:01
Settings,01-02-2019,19:48:43,00:00:00
Screen off (locked),01-02-2019,19:48:44,00:00:00
Screen on (unlocked),01-02-2019,19:48:55,00:00:00
Google,01-02-2019,19:48:55,00:00:00
Google,01-02-2019,19:48:55,00:00:00
Device boot,01-02-2019,19:49:55,00:00:02
Google,01-02-2019,19:49:57,00:00:01
Screen off,01-02-2019,19:49:57,00:00:39
Screen on (locked),01-02-2019,19:50:37,00:00:00
Screen on (unlocked),01-02-2019,19:50:37,00:00:01
Google Play Music,01-02-2019,19:50:37,00:00:46
Screen off (locked),01-02-2019,19:51:23,00:07:42
Screen on (locked),01-02-2019,19:59:05,00:00:05
Screen on (unlocked),01-02-2019,19:59:11,00:00:02
Chrome,01-02-2019,19:59:13,00:00:09
Google,01-02-2019,19:59:22,00:00:01
Instagram,01-02-2019,19:59:23,00:02:25
Google,01-02-2019,20:01:49,00:00:04
Screen off (locked),01-02-2019,20:01:53,00:00:02
Screen on (locked),01-02-2019,20:01:54,00:00:05
Screen off (locked),01-02-2019,20:01:59,00:02:30
Screen on (locked),01-02-2019,20:04:29,00:00:03
Screen off (locked),01-02-2019,20:04:32,00:01:50
Screen off,01-02-2019,20:06:22,00:00:00
Screen on (unlocked),01-02-2019,20:06:22,00:00:01
WhatsApp,01-02-2019,20:06:23,00:00:15
Messenger,01-02-2019,20:06:38,00:01:09
Screen off,01-02-2019,20:07:47,00:00:23
Screen on (locked),01-02-2019,20:08:10,00:00:01
Messenger,01-02-2019,20:08:11,00:00:16
Screen on (unlocked),01-02-2019,20:08:27,00:00:01
WhatsApp,01-02-2019,20:08:28,00:00:01
Google,01-02-2019,20:08:29,00:02:25
Screen off,01-02-2019,20:10:54,00:01:28
Screen on (locked),01-02-2019,20:12:22,00:00:02
Screen on (unlocked),01-02-2019,20:12:24,00:00:00
Google,01-02-2019,20:12:24,00:01:18
Screen off,01-02-2019,20:13:43,00:00:05
Screen on (locked),01-02-2019,20:13:48,00:00:03
Screen on (unlocked),01-02-2019,20:13:51,00:00:00
Google,01-02-2019,20:13:51,00:00:01
Messenger,01-02-2019,20:13:52,00:00:01
Google,01-02-2019,20:13:53,00:00:16
Screen off (locked),01-02-2019,20:14:09,00:00:39
Screen on (locked),01-02-2019,20:14:49,00:00:00
Screen on (unlocked),01-02-2019,20:14:49,00:00:01
Google,01-02-2019,20:14:49,00:00:05
Screen off (locked),01-02-2019,20:14:54,00:06:04
Screen on (locked),01-02-2019,20:20:58,00:00:02
Screen on (unlocked),01-02-2019,20:21:00,00:00:00
Google,01-02-2019,20:21:00,00:00:01
Instagram,01-02-2019,20:21:01,00:00:04
Google,01-02-2019,20:21:11,00:00:15
App Usage,01-02-2019,20:21:25,00:00:01
,,,
"Activity history, January 2, 2019 - December 27, 2018",,,
"Created by App Usage (PRO) on Wednesday, January 2, 2019, 20:21",,,
